,id,username,created_at,date,Sentiment,tweet,language,hashtags,cashtags,link,urls,photos,video,thumbnail,nlikes,nreplies,nretweets
8587,1.49E+18,fox_sheldon,1.64E+12,4/2/2022 5:53,,"Current situation on Ocean Dr.: @MiamiBeachPD Robbery Unit is now investigating near Prime 112. A woman had her necklace ripped off, and a BMW was pulled over minutes later on 5th St. Several are said to be in custody, per police. @wsvn  https://t.co/LjKFAmjJke",en,[],[],https://twitter.com/fox_sheldon/status/1489356329844191232,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1489356229663244294/pu/img/vsY_9OrGRLLGcGsI.jpg,32,24,16
8588,1.49E+18,fox_sheldon,1.64E+12,4/2/2022 5:34,-1,"Police: There was an armed robbery near Prime 112. We just watched this scene clear after @MiamiBeachPD closed, then reopened 5th Street. Robber(s) drove off in this BMW after stick up. @wsvn  https://t.co/38cjFdicc1",en,[],[],https://twitter.com/fox_sheldon/status/1489351549323300869,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1489351474870161411/pu/img/JP90YGlPS1WPB-xD.jpg,13,1,5
8589,1.49E+18,TimesLIVE,1.64E+12,4/2/2022 5:17,,"Stellantis, BMW and VW also have placed bets on promising technology that could hasten EV adoption.  https://t.co/ONqwzVgznP",en,[],[],https://twitter.com/TimesLIVE/status/1489347271783333888,['https://www.timeslive.co.za/motoring/news/2022-02-03-mercedes-benz-chips-into-the-solid-state-battery-funding-bonanza/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1643899405'],[],0,,5,4,1
8590,1.49E+18,RebeccaWSMV,1.64E+12,4/2/2022 5:13,,we’ve moved on to video deposition of Jena Jacobsen. She worked at the BMW dealership Reinking allegedly stole a car from,en,[],[],https://twitter.com/RebeccaWSMV/status/1489346439893368839,[],[],0,,0,0,0
8591,1.49E+18,MariahTimms,1.64E+12,4/2/2022 5:10,,"Said when the man walked in, he specifically said he wanted to look at an X6, the BMW crossover that was eventually stolen.  At first, nothing raised a red flag.",en,[],[],https://twitter.com/MariahTimms/status/1489345648122118150,[],[],0,,0,1,0
8592,1.49E+18,stephnthecity,1.64E+12,4/2/2022 5:09,,State is playing a video deposition from an employee of the dealership where the BMW was stolen @WKRN,en,[],[],https://twitter.com/stephnthecity/status/1489345442169110529,[],[],0,,1,1,0
8593,1.49E+18,MariahTimms,1.64E+12,4/2/2022 5:06,,"BMW was recovered at night, he says.   Brief cross but moving on.",en,[],[],https://twitter.com/MariahTimms/status/1489344450216312837,[],[],0,,0,1,0
8594,1.49E+18,MariahTimms,1.64E+12,4/2/2022 5:00,,"From discussion before the jury came back in, state expected to review a previous deposition of the BMW dealership salesperson who Reinking took the car from.",en,[],[],https://twitter.com/MariahTimms/status/1489343038052831241,[],[],0,,0,1,0
8595,1.49E+18,RebeccaWSMV,1.64E+12,4/2/2022 5:00,-1,The defense has rested. State has called rebuttal witness Brentwood Police Officer Brent Phalen. He testifies to pursuit of the BMW Reinking allegedly stole days before shooting,en,[],[],https://twitter.com/RebeccaWSMV/status/1489342970243469323,[],[],0,,0,1,2
8596,1.49E+18,JasonLambNC5,1.64E+12,4/2/2022 4:56,-1,"The defense has rested its case-in-chief. Now prosecutors are calling rebuttal witnesses. This is Officer Brent Phelan with the Brentwood Police Department, who pursued the BMW Reinking is said to have stolen before the Waffle House shooting. @NC5  https://t.co/1b9iu3e9YI",en,[],[],https://twitter.com/JasonLambNC5/status/1489342074180808704,[],['https://pbs.twimg.com/media/FKs0VPtXsAIwOct.jpg'],1,https://pbs.twimg.com/media/FKs0VPtXsAIwOct.jpg,3,0,2
8598,1.49E+18,MariahTimms,1.64E+12,4/2/2022 4:54,,"Dowdy is looking at the theft of the BMW truck days before the shooting.   Phalen was in an unmarked vehicle, attempted to traffic stop the truck on Mallory Lane.",en,[],[],https://twitter.com/MariahTimms/status/1489341567542468619,[],[],0,,0,1,0
8599,1.49E+18,stephnthecity,1.64E+12,4/2/2022 4:54,,Rebuttal begins.  Officer Brent Phelan with Brentwood police is called to the stand. He’s discussing the BMW Reinking stole from a dealership @WKRN,en,[],[],https://twitter.com/stephnthecity/status/1489341548512821254,[],[],0,,0,1,0
8600,1.49E+18,peterhickman60,1.64E+12,4/2/2022 4:52,,Sun was shining today in Andalucia 🔥👌🏻✊🏻   Mega day and plenty of laps 👌🏻 can’t wait to ride my @FHO_Racing Superbike at the end of March but in the mean time my @phrperformance S1000RR Stocker is running mint ✊🏻   #training #laps #motorsport #bmw #s1000rr #sunshine #superstock  https://t.co/BbtG1upo97,en,"['training', 'laps', 'motorsport', 'bmw', 's1000rr', 'sunshine', 'superstock']",[],https://twitter.com/peterhickman60/status/1489341036149284879,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1489340993195364353/pu/img/QF1I6jgZVcNRCcEm.jpg,177,5,12
8601,1.49E+18,fxshaw,1.64E+12,4/2/2022 4:44,,@SeamusBlackley next do the BMW app. The world will love you.,en,[],[],https://twitter.com/fxshaw/status/1489339084636000256,[],[],0,,5,1,0
8602,1.49E+18,bobbyllew,1.64E+12,4/2/2022 4:33,,The BMW i4. I get the distinct impression that Jack rather likes this particular electric automobile. Latest episode of @FullyChargedShw   https://t.co/BjSs0y2afS,en,[],[],https://twitter.com/bobbyllew/status/1489336256760844290,['https://www.youtube.com/watch?v=NMxPzvVwdnY'],[],0,,86,22,9
8604,1.49E+18,TDOnline,1.64E+12,4/2/2022 4:30,,"In court records, police say Monterris Telfair and at least one other man were at the intersection when a man crashed into the back of Telfair's black, two-door BMW.   https://t.co/UHfjFVQgvE",en,[],[],https://twitter.com/TDOnline/status/1489335421922328585,['https://www.tallahassee.com/story/news/2022/02/03/tallahassee-police-arrest-second-man-basin-and-west-tennessee-shooting-bajas-kodak-black-crime-guns/6651121001/'],[],0,,0,0,0
8605,1.49E+18,BMWUSA,1.64E+12,4/2/2022 4:18,,@cee4_u Have you discussed payment options with your local BMW center?,en,[],[],https://twitter.com/BMWUSA/status/1489332369152749578,[],[],0,,0,1,0
8606,1.49E+18,bennetts_bike,1.64E+12,4/2/2022 4:08,,The first look of the @BMWMotorradUK K1600 out in Malaga… hear from @SimonHbikes all about it before he hits the roads on Friday 👍🏻  #BMW #K1600  https://t.co/5jLJeEoC1R,en,"['bmw', 'k1600']",[],https://twitter.com/bennetts_bike/status/1489329928105508867,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1489329799743037441/pu/img/pvnE_jbH3f96MuwM.jpg,8,1,1
8608,1.49E+18,whatcar,1.64E+12,4/2/2022 3:58,,Audi and BMW are old hands at making classy four-seat convertibles that are refined enough to use all year round.  Let’s see if latest 4 Series drop-top can upstage its toughest rival  https://t.co/834nGIzrfD  https://t.co/zIKpaoeOxG,en,[],[],https://twitter.com/whatcar/status/1489327487272329227,['https://bit.ly/35Ob9j6'],"['https://pbs.twimg.com/media/FKsnOPsXsAIh5Jm.jpg', 'https://pbs.twimg.com/media/FKsnOPpXIAU98_N.jpg', 'https://pbs.twimg.com/media/FKsnOP5XIAk896W.jpg']",1,https://pbs.twimg.com/media/FKsnOPsXsAIh5Jm.jpg,5,0,0
8610,1.49E+18,zenmagafrica,1.64E+12,4/2/2022 3:23,,@MichaelBucwa The B is both!!! BMW then Benz 😂😂,en,[],[],https://twitter.com/zenmagafrica/status/1489318603543482370,[],[],0,,3,0,0
8611,1.49E+18,HoustoniaMag,1.64E+12,4/2/2022 3:05,,The new project by the Houston MC is named after his vintage BMW.  https://t.co/96uXKJSR25,en,[],[],https://twitter.com/HoustoniaMag/status/1489313991348396038,['https://www.houstoniamag.com/arts-and-culture/2022/01/houston-rapper-les-new-music'],[],0,,0,0,1
8612,1.49E+18,AutoTraderSA,1.64E+12,4/2/2022 3:01,,"While the @BMW_SA #1Series is offered in 8 derivatives, only 1 of the 4 engines on offer is #diesel. We compare the #petrol and #diesel engines of the #BMW1Series to find out which is better👇  https://t.co/oIUO8wj7pQ",en,"['1series', 'diesel', 'petrol', 'diesel', 'bmw1series']",[],https://twitter.com/AutoTraderSA/status/1489313075438231554,['http://bit.ly/WhichBMW1SeriesIsBetterDieselOrPetrol'],[],0,,2,0,0
8615,1.49E+18,evomagazine,1.64E+12,4/2/2022 2:27,,"Though we'll get to see its design in full later this year, don't expect to see the BMW M3 Touring on the road until 2023 -  https://t.co/lws9jPY3OI  https://t.co/1bNkpM7662",en,[],[],https://twitter.com/evomagazine/status/1489304428033110017,['https://www.evo.co.uk/bmw/m3/touring'],['https://pbs.twimg.com/media/FKqrCbXXMAA_1sR.jpg'],1,https://pbs.twimg.com/media/FKqrCbXXMAA_1sR.jpg,59,1,4
8616,1.49E+18,carwowuk,1.64E+12,4/2/2022 1:51,,"SPOTTED - BMW 7 Series 👀  ➡️ Range-topper gets a 4.4 litre twin-turbo V8 ➡️ Could come with a 31-inch 8K theatre screen ➡️ Prices to start from £80,000   Check out how it compares to our exclusive render below!   So... Thoughts on those looks?!  https://t.co/OGlevqayB6",en,[],[],https://twitter.com/carwowuk/status/1489295410124500992,[],"['https://pbs.twimg.com/media/FKsJlnqXMAAhLhL.jpg', 'https://pbs.twimg.com/media/FKsJlnrXEAARwFG.jpg', 'https://pbs.twimg.com/media/FKsJlnpWYAMYok7.jpg', 'https://pbs.twimg.com/media/FKsJlnpWQAIC2BP.jpg']",1,https://pbs.twimg.com/media/FKsJlnqXMAAhLhL.jpg,138,8,15
8621,1.49E+18,JasonLambNC5,1.64E+12,4/2/2022 1:07,,"Big moment: Psychologist Rena Isen says in response to Reinking thinking items were being stolen from his home, he stole a BMW, in what he told her was ""punitive action.""..... (1/3)  https://t.co/PEPV6AYyGS",en,[],[],https://twitter.com/JasonLambNC5/status/1489284395718832128,[],['https://pbs.twimg.com/media/FKr_aKZXEAASaX6.jpg'],1,https://pbs.twimg.com/media/FKr_aKZXEAASaX6.jpg,4,1,6
8623,1.49E+18,acmilan,1.64E+12,4/2/2022 1:06,,"🗺️ As a global brand, #ACMilan is proud to participate in the Dubai 2020 Expo, and consistently work, with its MENA partners to reach the Rossoneri fans across the globe 🔴⚫  @expo2020dubai @emirates @BMW_AGMC @OOResorts     #SempreMilan  https://t.co/obX1aRrbwX",en,"['acmilan', 'sempremilan']",[],https://twitter.com/acmilan/status/1489284100229849093,[],[],1,https://pbs.twimg.com/media/FKsArXNWYAAmpkc.jpg,831,13,81
8625,1.49E+18,LeedsNews,1.64E+12,4/2/2022 1:00,-1,"He was taken to hospital with serious injuries after his BMW ""demolished"" 30 meters of stone wall   https://t.co/Mn06czq5nM",en,[],[],https://twitter.com/LeedsNews/status/1489282543748886528,['https://www.yorkshireeveningpost.co.uk/news/crime/drug-dealer-ordered-to-pay-ps58000-over-high-purity-cocaine-and-cash-found-after-he-crashed-his-bmw-into-a-wall-in-leeds-3552458'],[],0,,2,4,0
8626,1.49E+18,BMW_Welt,1.64E+12,4/2/2022 1:00,1,"Did you know that with its powerful six-cylinder engine and the lightweight design of the chassis, this model was the fastest car in its class? #BMWMuseum #BMWClassic #funfact #tbt @BMW_Classic  https://t.co/Aqs2vsaP9n",en,"['bmwmuseum', 'bmwclassic', 'funfact', 'tbt']",[],https://twitter.com/BMW_Welt/status/1489282542104686598,[],"['https://pbs.twimg.com/media/FKr-k8VXwAA6vKW.jpg', 'https://pbs.twimg.com/media/FKr-lB_WUBgZ_JV.jpg', 'https://pbs.twimg.com/media/FKr-lEUXsAUalDQ.jpg']",1,https://pbs.twimg.com/media/FKr-k8VXwAA6vKW.jpg,26,0,8
8628,1.49E+18,RebeccaWSMV,1.64E+12,4/2/2022 0:55,,Dr. Isen testifies a person who describes an action as 'punitive' understands wrongfulness. Reinking allegedly called the act of stealing a BMW in a session with her punitive.,en,[],[],https://twitter.com/RebeccaWSMV/status/1489281343146049538,[],[],0,,0,1,0
8629,1.49E+18,BMWi,1.64E+12,4/2/2022 0:38,,"Small but mighty. 📸 anya.ghe via Instagram. #THEi3 #bornelectric  The #BMW i3s: Power consumption/100 km, CO2 emission/km, comb.: 16.6–16.3 kWh, 0 g. According to WLTP,  https://t.co/yQmOcndY4R.  https://t.co/s0MRpzA633",en,"['thei3', 'bornelectric', 'bmw']",[],https://twitter.com/BMWi/status/1489277028952064000,['http://b.mw/Further_Info'],['https://pbs.twimg.com/media/FKr5j1nWUAMcuE5.jpg'],1,https://pbs.twimg.com/media/FKr5j1nWUAMcuE5.jpg,129,4,10
8630,1.49E+18,TraxionGG,1.64E+12,4/2/2022 0:30,,"Continuing the seemingly constant flow of @rFactor2 updates this week - the developers, @Studio_397, will be adding the BMW M4 GT3 on the 7th of February🏎️   https://t.co/AmhDD6pPNp",en,[],[],https://twitter.com/TraxionGG/status/1489274984962793473,['https://traxion.gg/rfactor-2-adds-bmw-m4-gt3-on-7th-february/'],[],0,,19,2,1
8632,1.49E+18,CarWale,1.64E+12,4/2/2022 0:11,,"Apart from revamping its portfolio for MY2022, #BMW has comprehensively paid attention to the #8Series line-up which gets a new LCI treatment. For the uninitiated, LCI in BMW’s say is Life Cycle Impulse, or in general terms – a mid-life update.   https://t.co/bs5rrJoQc0  #CWNews  https://t.co/cX1OhsHVHS",en,"['bmw', '8series', 'cwnews']",[],https://twitter.com/CarWale/status/1489270202676256768,['https://bit.ly/3HslL4W'],['https://pbs.twimg.com/media/FKrt11paUAAX9VO.jpg'],1,https://pbs.twimg.com/media/FKrt11paUAAX9VO.jpg,8,0,0
8634,1.49E+18,clipperdarrell,1.64E+12,4/2/2022 0:01,,Posted @withregram • @custodios_tireshop Just to know I had the privilege to work on this BMW @laclippers car. It was a project 4 us but it didn’t stop us from working on his wheel @clipperdarrell . Thank u 4 trusting us brother &amp; hope to see u soon on any of ur needs !!!🚗🚙  https://t.co/HXmLFcgLjo,en,[],[],https://twitter.com/clipperdarrell/status/1489267891224465408,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1489267737251647491/pu/img/rTQWfbgX1ufil8qz.jpg,3,0,0
8641,1.49E+18,BradWISN12,1.64E+12,3/2/2022 23:32,,Are you missing your BMW?  https://t.co/W4LEenSDgp,en,[],[],https://twitter.com/BradWISN12/status/1489260466857660419,[],"['https://pbs.twimg.com/media/FKrqfneUUAkiB9J.jpg', 'https://pbs.twimg.com/media/FKrqfniVQAwjDPR.jpg', 'https://pbs.twimg.com/media/FKrqfnmVQAYGZLc.jpg', 'https://pbs.twimg.com/media/FKrqfopVIAEvns5.jpg']",1,https://pbs.twimg.com/media/FKrqfneUUAkiB9J.jpg,1,0,0
8642,1.49E+18,TheAndrewBrady,1.64E+12,3/2/2022 23:15,,"Busiest launch week EVER*. I've been driving the Kia Sportage and Mazda CX-5, our @rusty_scribbler is sampling the BMW 2 Series Active Tourer and @LobAllan is in a Toyota Aygo X. Reviews of all coming soon to @heycar_uk and @_HonestJohn.  *In about two years, anyway.  https://t.co/5eA1UESn4X",en,[],[],https://twitter.com/TheAndrewBrady/status/1489256281638461440,[],"['https://pbs.twimg.com/media/FKrmrWLVUAgpGZ3.jpg', 'https://pbs.twimg.com/media/FKrmrsFVUAE4Xib.jpg', 'https://pbs.twimg.com/media/FKrmsLfVEAUs26z.jpg', 'https://pbs.twimg.com/media/FKrmsinVEAU3hm4.jpg']",1,https://pbs.twimg.com/media/FKrmrWLVUAgpGZ3.jpg,16,3,4
8649,1.49E+18,CityCtrBahrain,1.64E+12,3/2/2022 22:04,,"A BIG congratulations to Husain Mohamed Abbas; the lucky winner of the grand prize BMW X5 in our Winter Campaign! Stay tuned, there’s more amazing prizes coming your way from City Centre Bahrain!  https://t.co/8JnpeJXhTC",en,[],[],https://twitter.com/CityCtrBahrain/status/1489238356223569925,[],[],1,https://pbs.twimg.com/media/FKrWY-aXwAQqKqD.jpg,0,0,0
8652,1.49E+18,Adweek,1.64E+12,3/2/2022 22:00,,Even the king of the gods needs a little help when it comes to coffee in this teaser for @BMW's #SuperBowl ad.  https://t.co/chW060uzmK,en,['superbowl'],[],https://twitter.com/Adweek/status/1489237428166660107,['https://adweek.it/3HAuLoE'],[],0,,4,0,3
8653,1.49E+18,Scrof,1.64E+12,3/2/2022 21:54,,@MttRbnsn @Soper_BMW £750? Sounds refreshingly cheap. What was it - a missing screw?,en,[],[],https://twitter.com/Scrof/status/1489235732506030082,[],[],0,,8,1,0
8655,1.49E+18,journalupdate,1.64E+12,3/2/2022 21:35,-1,2) A BMW ended up on its roof after a crash on London Road last night.   https://t.co/5Ciz9etSP1  https://t.co/pf8BvntoLK,en,[],[],https://twitter.com/journalupdate/status/1489231074534297605,['http://bit.ly/34cp7L2'],['https://pbs.twimg.com/media/FKrPwJqXMAEc3us.jpg'],1,https://pbs.twimg.com/media/FKrPwJqXMAEc3us.jpg,0,1,0
8659,1.49E+18,933FLZ,1.64E+12,3/2/2022 21:21,,"Arnold Schwarzenegger Plays the Greek God, Zues in BMW Super Bowl ad  https://t.co/ACSRD0clBA",en,[],[],https://twitter.com/933FLZ/status/1489227491575308295,['http://ihe.art/yZl3MHg'],[],0,,1,0,0
8662,1.49E+18,MixtapeMadness,1.64E+12,3/2/2022 21:05,,Man who landed on a BMW after falling 9-stories has been released from hospital…  ➡️ NEWS:  https://t.co/xl0IXWVlEy  https://t.co/8BP2jOE2xU,en,[],[],https://twitter.com/MixtapeMadness/status/1489223576121139200,['http://ow.ly/MC1930s9vYr'],['https://pbs.twimg.com/media/FKrI8tmX0AIbLgO.jpg'],1,https://pbs.twimg.com/media/FKrI8tmX0AIbLgO.jpg,3,0,2
8664,1.49E+18,WPLGLocal10,1.64E+12,3/2/2022 21:05,,DRIVER FACING CHARGES: A woman accused of striking a BMW in Miami Beach earlier this week and then fleeing the scene has been identified by police as 37-year-old Jaclyn Alvarez.  https://t.co/95xcUSHMed,en,[],[],https://twitter.com/WPLGLocal10/status/1489223395602485252,['https://www.local10.com/news/local/2022/02/03/driver-identified-following-hit-and-run-crash-in-miami-beach/?utm_source=twitter&utm_medium=social&utm_campaign=snd&utm_content=wplg10'],[],0,,2,1,4
8666,1.49E+18,BMW,1.64E+12,3/2/2022 20:55,,@GreenCarsHQ @BMWi Electrifying isn't it ⚡⚡ We'll be back 😎,en,[],[],https://twitter.com/BMW/status/1489221064395837445,[],[],0,,1,1,1
8667,1.49E+18,CBR,1.64E+12,3/2/2022 20:50,,Arnold Schwarzenegger gives fans a taste of his electrifying performance as Zeus in the teaser trailer for BMW's upcoming Super Bowl commercial.    https://t.co/UGwbTsO0md  https://t.co/ZVf4KPYFnv,en,[],[],https://twitter.com/CBR/status/1489219806058487811,['https://buff.ly/3scxxdl'],['https://pbs.twimg.com/media/FKrFhSvWUAAucki.jpg'],1,https://pbs.twimg.com/media/FKrFhSvWUAAucki.jpg,47,0,5
8669,1.49E+18,BMW,1.64E+12,3/2/2022 20:33,,"@traplashni Great news N i 🙌 You are very welcome, and we wish you a Sheer Driving Pleasure always 😎",en,[],[],https://twitter.com/BMW/status/1489215418304765958,[],[],0,,1,0,0
8671,1.49E+18,fosgoodwood,1.64E+12,3/2/2022 20:15,,"The Procar series didn't last long, but it was worth it just to give us such a glorious machine. #GW_BMW #FOS  https://t.co/SIaxCTNsXS",en,"['gw_bmw', 'fos']",[],https://twitter.com/fosgoodwood/status/1489210811092541446,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1488853216179769349/img/MB2jhZykxaaNwTmO.jpg,80,1,17
8672,1.49E+18,nicola_news,1.64E+12,3/2/2022 20:14,,4) Mercedes last week signed a deal with #ProLogium to develop solid-state batteries and invest a “high double-digit million euro” sum in the Taiwanese startup. VW has been invested in the Silicon Valley company #QuantumScape since 2012. BMW is backing Colorado's #SolidPower.,en,"['prologium', 'quantumscape', 'solidpower']",[],https://twitter.com/nicola_news/status/1489210729915994118,[],[],0,,2,1,1
8673,1.49E+18,nicola_news,1.64E+12,3/2/2022 20:11,,"2/ Lithium-ion batteries and the #electricity they store represent the lifeblood of modern EVs, much like gasoline was for 20th-century cars. #Mercedes, #BMW and #Volkswagen are now trying to win the race for a vastly improved successor: The solid-state battery.",en,"['electricity', 'mercedes', 'bmw', 'volkswagen']",[],https://twitter.com/nicola_news/status/1489209901696045064,[],[],0,,2,2,1
8674,1.49E+18,TheDrum,1.64E+12,3/2/2022 20:02,1,Hollywood power pair Schwarzenegger and Hayek to electrify BMW for Super Bowl  https://t.co/w9nJPMwXFv  https://t.co/koCDK8pmhB,en,[],[],https://twitter.com/TheDrum/status/1489207584586305541,['http://dlvr.it/SJJflb'],['https://pbs.twimg.com/media/FKq6aAcVIAAH3vo.jpg'],1,https://pbs.twimg.com/media/FKq6aAcVIAAH3vo.jpg,3,0,1
8675,1.49E+18,adage,1.64E+12,3/2/2022 20:01,,"No, Arnold Schwarzenegger is not coming out with a new movie about Zeus, the Greek god of lightning. But he is playing the character in a Super Bowl ad for BMW that will plug an electric vehicle.  https://t.co/28PcU1qxhG",en,[],[],https://twitter.com/adage/status/1489207431922077696,['http://ow.ly/lUO350HKVUn'],[],0,,4,1,2
8679,1.49E+18,DaveTheCarGuy,1.64E+12,3/2/2022 19:41,,"@Just_Zulu @CarsSouthAfrica Off the top of my head, I would think so. But, does BMW SA bring in that powertrain derivative or planning to introduce it?",en,[],[],https://twitter.com/DaveTheCarGuy/status/1489202261616173057,[],[],0,,1,1,0
8680,1.49E+18,IndoPilot,1.64E+12,3/2/2022 19:40,,"Ever since E10 fuel came out, my 2012 BMW Z4 2lt turbo’s range has dropped from nearly 500 miles a tank to just over 400. Switched to E5 super and range is back up again. So for £3 extra a tank, I get nearly 20% extra range. E10 better for the environment? I call bullshit.",en,[],[],https://twitter.com/IndoPilot/status/1489202234986483712,[],[],0,,154,27,9
8682,1.49E+18,PistonHeads,1.64E+12,3/2/2022 19:30,,BMW 740d + Manhart + gold stripes = M5-rivalling torque and 400hp...   https://t.co/HJPBqT5xw1,en,[],[],https://twitter.com/PistonHeads/status/1489199497573974019,['https://www.pistonheads.com/news/ph-germancars/manhart-boosts-740d-to-more-than-400hp/45271'],[],0,,11,0,0
8693,1.49E+18,Scrof,1.64E+12,3/2/2022 18:05,,"@HubNutVids I could be wrong, but I think they traded on its ‘European sports saloon’ provenance to pitch it against the BMW 3 Series et al. Wouldn’t have been quite the same if they’d had to say it came from Australia!",en,[],[],https://twitter.com/Scrof/status/1489178307266551810,[],[],0,,9,2,0
8694,1.49E+18,AutoTraderSA,1.64E+12,3/2/2022 18:01,,Considering a two-door #cabriolet for your next car? Here is everything you need to know about the @BMW_SA #Z4👇  https://t.co/sJebppybE6,en,"['cabriolet', 'z4']",[],https://twitter.com/AutoTraderSA/status/1489177144681013248,['https://bit.ly/EverythingThatYouNeedToKnowAboutTheBMWZ4'],[],0,,1,0,0
8696,1.49E+18,BMW_SA,1.64E+12,3/2/2022 18:00,,"We’d like to wish our very dear friend of BMW a happy birthday. 🎉🥳🎈   @jo_annstrauss, may you have an incredible day filled with laughter, love and joy.  https://t.co/nzEURW054r",en,[],[],https://twitter.com/BMW_SA/status/1489176985217736716,[],['https://pbs.twimg.com/media/FKqej2kXoAAacGA.jpg'],1,https://pbs.twimg.com/media/FKqej2kXoAAacGA.jpg,13,0,0
8697,1.49E+18,evomagazine,1.64E+12,3/2/2022 17:48,,"Alpina has given the B8 Gran Coupe an update for 2022, adding new colour options and BMW's new illuminated grille…  https://t.co/8zIVlpqBzS  https://t.co/bJBzbcBrzR",en,[],[],https://twitter.com/evomagazine/status/1489173896968474626,['https://evo.co.uk/alpina/203103/2022-alpina-b8-gran-coupe-revealed-as-201mph-flagship-saloon'],['https://pbs.twimg.com/media/FKqbwSsXsAIQRMN.jpg'],1,https://pbs.twimg.com/media/FKqbwSsXsAIQRMN.jpg,30,0,3
8698,1.49E+18,BMW_SA,1.64E+12,3/2/2022 17:43,,@thido_theonly You can charge your BMW iX at home using a wallbox or on the move with the many BMW charging stations nationwide.  Check out our website to learn more:  https://t.co/VO8PwD9Qna,en,[],[],https://twitter.com/BMW_SA/status/1489172630724915204,['https://bit.ly/3HtqALu'],[],0,,0,0,0
8699,1.49E+18,BMW,1.64E+12,3/2/2022 17:34,,"@CleverSubtle Hi there, in order to submit your complaint to the relevant department, we recommend  using our contact form by clicking the following link:  https://t.co/V77PjKv5Jj Our Customer Support Team will get in touch with you as soon as possible.  Kind regards, your BMW Social Media team",en,[],[],https://twitter.com/BMW/status/1489170501947772930,['https://www.bmwgroup.com/en/general/contact.html'],[],0,,0,0,0
8700,1.49E+18,BMW_SA,1.64E+12,3/2/2022 17:27,,@sibabalweskyes1 @la_conco This is the BMW iX 😉.,en,[],[],https://twitter.com/BMW_SA/status/1489168601055694849,[],[],0,,3,1,0
8702,1.49E+18,deusdedits,1.64E+12,3/2/2022 17:19,,Upwards until the BMW F850GS comes through.,en,[],[],https://twitter.com/deusdedits/status/1489166604751581188,[],[],0,,0,1,0
8709,1.49E+18,AutoNewsEurope,1.64E+12,3/2/2022 16:19,,"On this week's ANE Podcast Kurt Bachmaier, Magna Steyr's VP of sales and marketing, tells us why the contract manufacturer is grateful that startups ""challenge everything"" -- and how this benefits Magna's relations with BMW, Mercedes and Jaguar.  https://t.co/UsVwJQp7yg",en,[],[],https://twitter.com/AutoNewsEurope/status/1489151656319148042,['https://europe.autonews.com/automotive-news-europe-podcasts/automotive-news-europe-podcast-feb-3-2022-how-bmw-mercedes-gain'],[],0,,2,0,0
8713,1.49E+18,ipswichstar24,1.64E+12,3/2/2022 15:14,,The two constabularies declined to comment when asked if any vehicles were affected by a fault that means officers have been told not to exceed the speed limit in BMW patrol cars.  https://t.co/2HTyYN7Xqe,en,[],[],https://twitter.com/ipswichstar24/status/1489135075186802688,['https://www.ipswichstar.co.uk/news/crime/norfolk-suffolk-police-bmw-engine-fault-8664620'],[],0,,0,0,0
8714,1.49E+18,EveningNews,1.64E+12,3/2/2022 15:11,,The two constabularies declined to comment when asked if any vehicles were affected by a fault that means officers have been told not to exceed the speed limit in BMW patrol cars.  https://t.co/bOTJrSnQ6o,en,[],[],https://twitter.com/EveningNews/status/1489134443742654465,['https://www.eveningnews24.co.uk/news/crime/norfolk-suffolk-police-bmw-engine-fault-8664620'],[],0,,2,0,0
8715,1.49E+18,EDP24,1.64E+12,3/2/2022 15:10,,The two constabularies declined to comment when asked if any vehicles were affected by a fault that means officers have been told not to exceed the speed limit in BMW patrol cars.  https://t.co/i5FakAUQ3d,en,[],[],https://twitter.com/EDP24/status/1489134078938939396,['https://www.edp24.co.uk/news/crime/norfolk-suffolk-police-bmw-engine-fault-8664620'],[],0,,1,0,0
8717,1.49E+18,BMWMotorradSA,1.64E+12,3/2/2022 15:03,,"In 1936, our new 500 cc sports bike featured:   🏍 A new engine.  🏍 A lightweight pressed steel frame.  🏍 Telescopic forks.  🏍 Foot-operated gear shift.  The clincher? The BMW R 5 had a top speed of 135 km/h!   #MakeLifeARide #ThrowbackThursday #BMWR5  https://t.co/Avvdq8HKTT",en,"['makelifearide', 'throwbackthursday', 'bmwr5']",[],https://twitter.com/BMWMotorradSA/status/1489132310272294912,[],['https://pbs.twimg.com/media/FKp18WmXoAYOnvg.jpg'],1,https://pbs.twimg.com/media/FKp18WmXoAYOnvg.jpg,6,0,2
8720,1.49E+18,AutoTraderSA,1.64E+12,3/2/2022 13:00,,In the market for a used @BMW_SA #1Series but not sure if it is a good choice? Find out more here👇  https://t.co/f16x0WlKH1,en,['1series'],[],https://twitter.com/AutoTraderSA/status/1489101440647843855,['https://bit.ly/IsAUsedBMW1SeriesAGoodCar'],[],0,,1,0,0
